No,Code,Herbarium_number,Collector_number,Name,Corrected_name,fullCountry,Province,National_Park_or_Wildlife_Sanctuary,Location,Date,Alt,lat,lon,Note
275,BU,,P. Sukkharak 5131,Leucobryum sp.,Leucobryum scalare,Thailand,Krabi,Khao Ngon Nak National Park,Khao Ngon Nak,23-Aug-17,,,,
276,BU,,P. Sukkharak 5142,Leucobryum sp.,Leucobryum aduncum,Thailand,Krabi,Khao Ngon Nak National Park,Khao Ngon Nak,23-Aug-17,,,,
277,PSU,B00365,"T. Pócs, S. Chantanaorrapint & G.E. Lee 1209/W",Leucobryum javense var. javense,Leucobryum javense var. javense,Thailand,Nakhon Si Thammarat,Yong Waterfall National Park,"Khao Ramrome, Ron Phibun district",27-Oct-12,ca 935 m,,,mossy montane rainforest
278,PSU,,"P. Rojchana-umpawan, A. Nilsai, K. Pongnuruk, R. Inyod 20",Leucobryum bowringii,Schistomitrium apiculatum,Thailand,Nakhon Si Thammarat,,Khao Plaidam,18-Jan-14,,,,growing on tree trunk
279,PSU,,S. Chantanaorrapint & O. Suwanmala 3944,Leucobryum sp.,,Thailand,Phayao,Doi-Luang National Park,????????????????????????,02-Nov-19,897 m,,,growing on tree trunk
280,PSU,,S. Chantanaorrapint & O. Suwanmala 3945,Leucobryum sp.,Leucobryum scalare,Thailand,Phayao,Doi-Luang National Park,????????????????????????,02-Nov-19,897 m,,,growing on tree trunk
281,PSU,,S. Chantanaorrapint & O. Suwanmala 3353,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,??????????????????,12-Aug-18,829 m,,,base of tree trunk
282,PSU,,S. Chantanaorrapint & O. Suwanmala 2829,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Nan National Park,??????????????,16-Jan-18,747 m,,,on tree trunk
283,PSU,,S. Chantanaorrapint & O. Suwanmala 2844,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Nan National Park,??????????????,16-Jan-18,1001 m,,,on tree trunk
284,PSU,,S. Chantanaorrapint & O. Suwanmala 2896,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Nan National Park,??????????????,16-Jan-18,1303 m,8.876422222,99.69221111,on tree trunk
285,PSU,,S. Chantanaorrapint & O. Suwanmala 3361,Leucobryum sp.,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,??????????????????,12-Aug-18,829 m,,,base of tree trunk
286,PSU,,S. Chantanaorrapint & O. Suwanmala 3418,Leucobryum sp.,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,along road side of forest station,16-Aug-18,1503 m,19.36698611,98.83648333,on tree trunk
287,PSU,,S. Chantanaorrapint & O. Suwanmala 3752,,,Thailand,,,,03-Feb-19,ca 1400 m,,,"on tree trunk, Pine-Oak forest"
288,PSU,,S. Chantanaorrapint & O. Suwanmala 3306,Leucobryum sp.,,Thailand,Buengkan,Phu Wua Wildlife Sanctuary,,08-Jul-18,325 m,18.23718889,103.9610222,on tree trunk
289,PSU,,S. Chantanaorrapint & O. Suwanmala 1050,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Phatthalung,Khao Banthat Wildlife Sanctuary,"Khao Loan, Kongra",27-May-17,978 m,,,base of tree trunk
290,PSU,,S. Chantanaorrapint & O. Suwanmala 946,Leucobryum sp.,,Thailand,Phatthalung,Khao Banthat Wildlife Sanctuary,"Khao Loan, Kongra",27-May-17,813 m,,,terrestrial and hunus
291,PSU,,S. Chantanaorrapint & O. Suwanmala 3634,Leucobryum sp.,,Thailand,Trat,Mu Ko Chang National Park,??????????????????? ????????,27-Nov-19,,,,rock
292,PSU,,S. Chantanaorrapint & O. Suwanmala 1502,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, Lansaka",03-Jul-17,1433 m,,,terrestrial
293,PSU,,S. Chantanaorrapint & O. Suwanmala 958,Leucobryum sp.,,Thailand,Phatthalung,Khao Banthat Wildlife Sanctuary,"Khao Loan, Kongra",27-May-17,859 m,,,on pine tree trunk
294,PSU,,S. Chantanaorrapint & O. Suwanmala 1501,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, Lansaka",03-Jul-17,1433 m,,,??????
295,PSU,,S. Chantanaorrapint & O. Suwanmala 1511,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, Lansaka",03-Jul-17,1433 m,,,on rotten wood
296,PSU,,S. Chantanaorrapint & O. Suwanmala 1561,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, Lansaka",03-Jul-17,1670 m,,,on rotten wood
297,PSU,,S. Chantanaorrapint & O. Suwanmala 2634,Leucobryum sp.,Leucobryum aduncum,Thailand,Phangnga,Si Phang-Nga National Park,Khao Dan Trail,21-Jan-18,299 m,,,"on rock, ??????"
298,PSU,,S. Chantanaorrapint & O. Suwanmala 2567,Leucobryum bowringii,Leucobryum bowringii,Thailand,Phangnga,Si Phang-Nga National Park,Khao Dan Trail,20-Jan-18,847 m,,,on rock
299,PSU,,S. Chantanaorrapint & O. Suwanmala 2589,Leucobryum sp.,,Thailand,Phangnga,Si Phang-Nga National Park,Khao Dan Trail,20-Jan-18,992 m,9.300958333,98.50235556,terrestrial and on tS. He root
300,PSU,,S. Chantanaorrapint & O. Suwanmala 1315,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, Promkhin",02-Jul-17,724 m,,,on tree trunk
301,PSU,,,Leucobryum bowringii,,Thailand,Prachuap Khiri Khan,Namtok Huai Yang National Park,,03-Mar-16,1194 m,,,rotten wood
302,PSU,,S. Chantanaorrapint & O. Suwanmala 875,Leucobryum sp.,,Thailand,Phatthalung,Khao Banthat Wildlife Sanctuary,"Pakrang waterfall, Kongra",26-May-17,226 m,,,on rotten wood
303,PSU,B02297,O. Suwanmala 98,Leucobryum aduncum var. aduncum,Leucobryum aduncum,Thailand,Phangnga,Khao Lampi-Hat Thai Mueang National Park,Thai Mueang District,10-Oct-15,18 m,8.485872222,98.22811944,on sandy soil
304,PSU,B00996,Hassama 155,Leucobryum aduncum var. aduncum,Leucobryum aduncum,Thailand,Trang,Khao Banthat Wildlife Sanctuary,Chao Pa waterfall,23-Mar-15,ca 100 m,,,on rotten wood
305,PSU,B00528,J. Inuthai 266,Leucobryum aduncum var. aduncum,Leucobryum aduncum,Thailand,Chumphon,,La Mae,19-May-07,,,,terrestrail
306,PSU,B00409,J. Inuthai 134A,Leucobryum aduncum var. aduncum,,Thailand,Loei,Phu Ruea National Park,,04-Mar-07,,,,on rotten logs and tree trunk
307,PSU,,S. Chantanaorrapint & O. Suwanmala 1323,Leucobryum sp.,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,"Khao Luang, PhromKhiri",02-Jul-17,738 m,8.514905556,99.75716667,on rooten wood
308,PSU,,S. Chantanaorrapint & O. Suwanmala 2146,Leucobryum sp.,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,??????????????,18-Dec-17,1263 m,,,on tree trunk
309,PSU,,S. Chantanaorrapint & O. Suwanmala 965,Leucobryum sp.,,Thailand,Phatthalung,Khao Banthat Wildlife Sanctuary,"Khao Loan, Kongra",27-May-17,867 m,,,on rotten wood
310,PSU,,S. Chantanaorrapint & O. Suwanmala 3421,Leucobryum aduncum var. ?,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,,16-Aug-18,1500 m,,,"terrestrial near base of tree trunk, Pine-Oak forest"
311,PSU,,S. Chantanaorrapint & O. Suwanmala 3355,Leucobryum aduncum var. ?,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,??????????????????,12-Aug-18,829 m,,,on tree trunk
312,PSU,,S. Chantanaorrapint & O. Suwanmala 3246,Leucobryum aduncum var. ?,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,??????????????,29-Jun-18,ca. 1150 m,,,"on tree trunk, Pine-Oak forest"
313,PSU,,S. Chantanaorrapint & O. Suwanmala 3210,Leucobryum aduncum var. ?,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,???????? ????????,28-Jun-18,ca. 800 m,,,on tree trunk
314,PSU,,S. Chantanaorrapint & O. Suwanmala 3189,Leucobryum aduncum var. ?,,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,????????????????,27-Jun-18,ca. 700 m,,,on tree trunk
315,PSU,,S. Chantanaorrapint & O. Suwanmala 3948,Leucobryum sp.,Leucobryum scalare,Thailand,Phayao,Doi-Luang National Park,????????????????????????,02-Nov-19,1014 m,,,on tree trunk
316,PSU,B02299,O. Suwanmala 100,Leucobryum aduncum var. scalare,Leucobryum aduncum,Thailand,Phangnga,Khao Lampi-Hat Thai Mueang National Park,Thai Mueang District,10-Oct-15,18 m,8.485872222,98.22811944,on sandy soil
317,PSU,B02242,O. Suwanmala 54,Leucobryum aduncum var. scalare,Leucobryum aduncum,Thailand,Phangnga,Khao Lampi-Hat Thai Mueang National Park,Thai Mueang District,10-Oct-15,18 m,8.485872222,98.22811944,on sandy soil
318,PSU,B00526,J. Inuthai 253,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chumphon,,La Mae,20-May-07,,,,terrestrial and rotten wood
319,PSU,,"P. Rojchana-umpawan, A. Nilsai, K. Pongnuruk, R. Inyod 22B",Leucobryum sp.,,Thailand,Nakhon Si Thammarat,,Khao Plaidam,18-Jan-14,,,,growing on tree trunk
320,CMUB,,M. Polboonsri 21,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",15-Apr-06,730 m,,,on tree
321,CMUB,,M. Polboonsri 81,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",26-Feb-07,730 m,,,on tree
322,CMUB,,M. Polboonsri 11,Leucobryum aduncum var. scalare,Ochrobryum & Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",22-Apr-06,730 m,,,on tree
323,CMUB,,M. Polboonsri 52,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",15-Jul-06,730 m,,,on tree
324,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
325,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
326,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
327,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
328,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
329,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
330,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
331,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
332,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
333,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
334,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
335,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
336,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
337,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
338,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
339,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
340,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
341,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
342,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
343,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
344,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
345,CMUB,,K. Wongkuna  ,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Apr-05,,,,
346,,,,,,,,,,,,,,
347,CMUB,,N. Printarakul 2649,Leucobryum bowringii,Leucobryum bowringii,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Chom Thong,14-Jan-10,1700 m,,,"on rotten log, shade and moist, evergreen seasonal hardwood forest"
348,CMUB,,N. Printarakul 4244,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chiang Mai,Doi Suthep-Pui National Park,near Sirindhorn observatory,06-Jul-11,897 m,19.3355,99.53852778,on soil
349,CMUB,,N. Printarakul 2804,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Jaum Thong,17-Jan-10,2300 m,,,on soil
350,CMUB,,N. Printarakul 6384,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chiang Mai,Doi Suthep-Pui National Park,near Wat Phratat Doi Suthep,04-Sep-13,1000 m,,,"on soil, road side"
351,CMUB,,N. Printarakul 352,Leucobryum sp.,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Sirinshorn Observatory,18-Mar-09,850 m,,,"on tree trunk, open and moist, dipterocarp oak forest, granite bedrock"
352,CMUB,,N. Printarakul 1841,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1333 m,19.36113889,99.51088889,"on rotten trunk, egf"
353,CMUB,,N. Printarakul P167,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Kog Ma Watershed, Muang",06-Mar-08,1325 m,,,"on logging (rotten trunk) shade, dry, mixed evergreen deciduous dipterocarp-oak forest, granite bedrock"
354,CMUB,,N. Printarakul 197,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Phuping Palace, Doi Baugh hah",04-Sep-08,1400 m,,,"tree trunk, road side, shade, moist, disturb area, evergreen forest, granite bedrock"
355,CMUB,,N. Printarakul 241,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Summit of Doi Pui,29-Oct-08,1685 m,,,"tree trunk, rotting trunk, open, dry, seasonal hard wood forest, granit, bedrock"
356,CMUB,,N. Printarakul 383,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,10/0/2008,ca. 1600 m,,,"tree trunk, egf"
357,CMUB,,N. Printarakul 433,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,29-Apr-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
358,CMUB,,N. Printarakul 447,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,29-Apr-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
359,CMUB,,N. Printarakul 485,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,29-Apr-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
360,CMUB,,N. Printarakul 503,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,29-Apr-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
361,CMUB,,N. Printarakul 522,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,29-Apr-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
362,CMUB,,N. Printarakul 631,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,06-May-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
363,CMUB,,N. Printarakul 779,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,07-May-09,1685 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
364,CMUB,,N. Printarakul 849,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,13-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
365,CMUB,,N. Printarakul 904,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,13-May-09,1650 m,,,"on soil, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
366,CMUB,,N. Printarakul 924,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,13-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
367,CMUB,,N. Printarakul 951,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,13-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
368,CMUB,,N. Printarakul 1044,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,14-May-09,1600 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
369,CMUB,,N. Printarakul 1045,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,14-May-09,1600 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
370,CMUB,,N. Printarakul 1182,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,30-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
371,CMUB,,N. Printarakul 1184,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,30-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
372,CMUB,,N. Printarakul 1185A,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,30-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
373,CMUB,,N. Printarakul 1198,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,30-May-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
374,CMUB,,N. Printarakul 1296,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,21-Jun-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
375,CMUB,,N. Printarakul 1307,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,21-Jun-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
376,CMUB,,N. Printarakul 1345,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,San Ku,21-Jun-09,1650 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
377,CMUB,,N. Printarakul 1470,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,near scene seeing point Doi Pui,28-Jun-09,1584 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
378,CMUB,,N. Printarakul 1547,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,29-Jun-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
379,CMUB,,N. Printarakul 1555,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,12-Jul-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
380,CMUB,,M. Polboonsri 9,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",31-Mar-06,730 m,,,on tree
381,CMUB,,M. Polboonsri 58,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"near the way to monthatarn waterfall, muang district",25-Dec-06,730 m,,,on tree
382,CMUB,,N. Printarakul 1653,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,22-Jul-09,1324 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
383,CMUB,,N. Printarakul 1721,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,20-Jul-09,1263 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
384,CMUB,,N. Printarakul 1788,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,02-Aug-09,1338 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
385,CMUB,,N. Printarakul 1848,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
386,CMUB,,N. Printarakul 1854,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
387,CMUB,,N. Printarakul 1727,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,26-Aug-09,1263 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
388,CMUB,,N. Printarakul 1862,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
389,CMUB,,N. Printarakul 1869,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
390,CMUB,,N. Printarakul 1876,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
391,CMUB,,N. Printarakul 1883,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
392,CMUB,,N. Printarakul 1886,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay-Kog Ma,10-Aug-09,1350 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
393,CMUB,,N. Printarakul 2561,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,06-Nov-09,1600 m,,,"tree trunk, shade, moist, evergreen seasonal hardwood with pine forest, granit bedrock"
394,CMUB,,N. Printarakul 3583,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Mon Thathan Waterfalls, 3rd floor",26-Feb-11,822 m,19.37008333,99.53944444,on rotten trunk
395,CMUB,,N. Printarakul 4277,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,1st floor of Monthatarn Waterfall,27-Jul-11,684 m,19.37136111,99.54641667,"on rotten trunk, mxf"
396,CMUB,,N. Printarakul 5475,Leucobryum aduncum var. scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huay Kaew,20-Aug-12,413 m,19.35377778,99.57719444,"on trunk base, dof"
397,CMUB,,N. Printarakul 3039,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chiang Mai,Doi Suthep-Pui National Park,near Suthep Temple,17-Oct-10,1000 m,19.31666667,99.53333333,"on soil, road side"
